plan_id,plan_date,customer_name,origin_plant,origin_state,destination,destination_state,distance_km,planned_qty_t,min_rake_tonnage,terminal_cost,expected_demurrage,priority_score,rake_available,siding_slots,inventory_t,production_forecast_t,yard_id,product_type,wagon_type,route_via,lead_time_days
PLAN_2024_0242,27/10/2025,Customer_22,Bhilai Steel Plant,Gujarat,Bhushan Steel Meramandali,West Bengal,1357,130,244,7837,6425,0.25,0,0,5178,2367,YARD_4,Iron Ore,BTPN,Via Tatanagar,5
PLAN_2024_0243,24/10/2025,Customer_5,Durgapur Steel Plant,West Bengal,Tata Steel Jamshedpur,Andhra Pradesh,1242,353,273,17492,6942,0.54,0,0,7472,970,YARD_5,Iron Ore,BRN,Via Bilaspur,5
PLAN_2024_0244,06/11/2025,Customer_25,Bokaro Steel Plant,Jharkhand,SAIL Burnpur,Gujarat,645,345,102,5860,1524,0.81,1,1,6863,4386,YARD_4,Finished Steel,BOXN,Direct,9
PLAN_2024_0245,14/11/2025,Customer_44,Bokaro Steel Plant,Chhattisgarh,SAIL Burnpur,Andhra Pradesh,1363,271,175,15989,1308,0.96,0,0,8193,2586,YARD_4,Coal,BCN,Via Bilaspur,3
PLAN_2024_0246,29/10/2025,Customer_11,Durgapur Steel Plant,Gujarat,Bhushan Steel Meramandali,West Bengal,455,123,283,11100,2916,0.43,0,0,8850,1590,YARD_8,Finished Steel,BCN,Via Tatanagar,3
PLAN_2024_0247,20/10/2025,Customer_44,Rourkela Steel Plant,Jharkhand,Essar Steel Hazira,Chhattisgarh,812,321,268,14836,3898,0.55,1,4,5556,3003,YARD_9,Finished Steel,BTPN,Via Nagpur,10
PLAN_2024_0248,10/11/2025,Customer_6,Durgapur Steel Plant,Chhattisgarh,RINL Visakhapatnam,Jharkhand,1425,495,152,12694,4789,0.23,0,0,2898,4832,YARD_4,Finished Steel,BCN,Direct,4
PLAN_2024_0249,08/11/2025,Customer_28,Bokaro Steel Plant,West Bengal,Essar Steel Hazira,Gujarat,1263,301,277,10469,7593,0.65,0,0,2744,3021,YARD_4,Limestone,BTPN,Via Tatanagar,8
PLAN_2024_0250,08/11/2025,Customer_9,Bhilai Steel Plant,Odisha,Essar Steel Hazira,West Bengal,1170,289,209,18562,7373,0.75,1,2,6672,4267,YARD_5,Coal,BTPN,Via Bilaspur,10
PLAN_2024_0251,09/11/2025,Customer_32,Bhilai Steel Plant,Gujarat,Bhushan Steel Meramandali,Odisha,492,326,300,11186,3895,0.87,0,0,7479,3173,YARD_9,Iron Ore,BCN,Via Tatanagar,5
PLAN_2024_0252,22/10/2025,Customer_10,Bhilai Steel Plant,Chhattisgarh,Essar Steel Hazira,Maharashtra,768,341,208,15069,4158,0.5,0,0,1503,4254,YARD_7,Iron Ore,BCN,Direct,4
PLAN_2024_0253,04/11/2025,Customer_43,Durgapur Steel Plant,Gujarat,RINL Visakhapatnam,Chhattisgarh,818,193,115,13557,4357,0.24,1,4,6977,1498,YARD_2,Finished Steel,BOXN,Via Tatanagar,9
PLAN_2024_0254,02/11/2025,Customer_42,Bokaro Steel Plant,Maharashtra,JSW Steel Dolvi,Chhattisgarh,897,144,192,10084,1766,0.76,1,4,8624,4694,YARD_6,Finished Steel,BRN,Direct,4
PLAN_2024_0255,20/10/2025,Customer_12,Durgapur Steel Plant,Gujarat,Jindal Steel Raigarh,Odisha,1401,99,277,13492,5512,0.17,1,1,1289,579,YARD_2,Coal,BCN,Via Tatanagar,7
PLAN_2024_0256,01/11/2025,Customer_37,Bokaro Steel Plant,Maharashtra,RINL Visakhapatnam,Jharkhand,631,226,157,9316,7469,0.22,0,0,1209,4556,YARD_2,Finished Steel,BCN,Via Nagpur,9
PLAN_2024_0257,13/11/2025,Customer_14,Rourkela Steel Plant,Gujarat,Tata Steel Jamshedpur,Odisha,674,194,184,10999,3634,0.71,1,5,5517,4417,YARD_2,Limestone,BTPN,Via Bilaspur,7
PLAN_2024_0258,22/10/2025,Customer_31,Rourkela Steel Plant,Jharkhand,Tata Steel Jamshedpur,Gujarat,1136,158,214,12373,2426,0.6,0,0,4432,3968,YARD_8,Iron Ore,BRN,Via Nagpur,4
PLAN_2024_0259,04/11/2025,Customer_14,Rourkela Steel Plant,Maharashtra,Tata Steel Jamshedpur,West Bengal,1302,199,287,5943,7451,0.6,0,0,3042,1066,YARD_3,Limestone,BRN,Via Bilaspur,2
PLAN_2024_0260,16/10/2025,Customer_15,Rourkela Steel Plant,Jharkhand,SAIL Burnpur,West Bengal,365,234,236,18557,4044,0.76,1,2,7836,2099,YARD_1,Finished Steel,BRN,Direct,2
PLAN_2024_0261,11/11/2025,Customer_43,Bhilai Steel Plant,Gujarat,JSW Steel Dolvi,West Bengal,579,263,144,7817,4453,0.12,1,3,7990,1010,YARD_4,Finished Steel,BRN,Via Tatanagar,9
PLAN_2024_0262,24/10/2025,Customer_29,Bhilai Steel Plant,Chhattisgarh,RINL Visakhapatnam,Gujarat,899,177,183,15767,4906,0.27,0,0,5835,4980,YARD_10,Iron Ore,BTPN,Direct,3
PLAN_2024_0263,01/11/2025,Customer_22,Durgapur Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,West Bengal,1414,131,192,19543,3124,0.9,1,2,3276,702,YARD_2,Coal,BOXN,Direct,8
PLAN_2024_0264,25/10/2025,Customer_21,Rourkela Steel Plant,Gujarat,Jindal Steel Raigarh,Chhattisgarh,895,325,230,19999,4086,0.24,0,0,4086,2125,YARD_2,Coal,BTPN,Direct,8
PLAN_2024_0265,05/11/2025,Customer_36,Bhilai Steel Plant,Jharkhand,JSW Steel Dolvi,Chhattisgarh,556,418,300,18135,3116,0.49,1,2,2580,3200,YARD_3,Iron Ore,BRN,Direct,3
PLAN_2024_0266,16/10/2025,Customer_45,Bhilai Steel Plant,West Bengal,Essar Steel Hazira,Chhattisgarh,973,62,120,11333,2510,0.38,0,0,1306,632,YARD_9,Iron Ore,BRN,Via Tatanagar,10
PLAN_2024_0267,10/11/2025,Customer_46,Durgapur Steel Plant,Odisha,Bhushan Steel Meramandali,Gujarat,650,77,163,13200,5066,0.7,0,0,1543,4317,YARD_1,Finished Steel,BTPN,Via Tatanagar,3
PLAN_2024_0268,25/10/2025,Customer_11,Bhilai Steel Plant,Maharashtra,SAIL Burnpur,Chhattisgarh,816,343,162,18608,7382,0.16,0,0,6123,3674,YARD_4,Coal,BOXN,Via Nagpur,3
PLAN_2024_0269,20/10/2025,Customer_39,Durgapur Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,Odisha,230,487,189,14176,5107,0.35,1,3,3354,3591,YARD_4,Iron Ore,BOXN,Direct,2
PLAN_2024_0270,24/10/2025,Customer_12,Durgapur Steel Plant,Odisha,Tata Steel Jamshedpur,West Bengal,1080,445,191,11883,4419,0.63,1,5,6594,4932,YARD_4,Finished Steel,BRN,Via Nagpur,2
PLAN_2024_0271,05/11/2025,Customer_23,Bokaro Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,Gujarat,1344,250,222,7632,3172,0.3,0,0,2532,1526,YARD_8,Finished Steel,BOXN,Via Nagpur,3
PLAN_2024_0272,31/10/2025,Customer_18,Bokaro Steel Plant,Chhattisgarh,Essar Steel Hazira,West Bengal,210,257,211,19394,5890,0.82,1,1,1578,1740,YARD_10,Iron Ore,BRN,Direct,5
PLAN_2024_0273,12/11/2025,Customer_47,Bhilai Steel Plant,Maharashtra,Jindal Steel Raigarh,West Bengal,370,256,220,8890,7266,0.92,0,0,3559,2695,YARD_4,Coal,BOXN,Via Tatanagar,4
PLAN_2024_0274,16/10/2025,Customer_29,Bhilai Steel Plant,Odisha,Bhushan Steel Meramandali,West Bengal,1395,200,106,13601,4290,0.7,0,0,3067,1021,YARD_4,Finished Steel,BOXN,Via Bilaspur,7
PLAN_2024_0275,22/10/2025,Customer_28,Rourkela Steel Plant,Chhattisgarh,JSW Steel Dolvi,West Bengal,1262,316,225,17707,6104,0.84,1,2,7049,3362,YARD_1,Iron Ore,BCN,Via Bilaspur,3
PLAN_2024_0276,31/10/2025,Customer_32,Rourkela Steel Plant,Odisha,Jindal Steel Raigarh,West Bengal,1416,314,140,15764,7817,0.89,0,0,4799,2527,YARD_7,Coal,BCN,Via Nagpur,8
PLAN_2024_0277,09/11/2025,Customer_30,Bokaro Steel Plant,Odisha,Tata Steel Jamshedpur,Andhra Pradesh,764,135,107,14562,4318,0.94,1,2,6333,2620,YARD_7,Limestone,BRN,Via Bilaspur,9
PLAN_2024_0278,11/11/2025,Customer_7,Bokaro Steel Plant,Gujarat,SAIL Burnpur,Odisha,884,154,180,7919,3501,0.88,1,4,7881,4779,YARD_2,Iron Ore,BCN,Via Tatanagar,3
PLAN_2024_0279,01/11/2025,Customer_50,Rourkela Steel Plant,Gujarat,JSW Steel Dolvi,West Bengal,1026,161,242,5940,3642,0.57,1,3,7044,3572,YARD_1,Finished Steel,BTPN,Via Bilaspur,3
PLAN_2024_0280,07/11/2025,Customer_9,Bhilai Steel Plant,Maharashtra,Jindal Steel Raigarh,Jharkhand,1325,86,130,9368,3278,0.31,0,0,2205,1115,YARD_5,Finished Steel,BCN,Via Nagpur,2
PLAN_2024_0281,01/11/2025,Customer_50,Bhilai Steel Plant,Maharashtra,Tata Steel Jamshedpur,Andhra Pradesh,387,52,109,17828,6295,0.86,0,0,9451,1803,YARD_5,Coal,BRN,Via Nagpur,2
PLAN_2024_0282,29/10/2025,Customer_24,Durgapur Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Maharashtra,1015,254,216,7503,6589,0.35,0,0,8961,2652,YARD_1,Coal,BTPN,Via Tatanagar,2
PLAN_2024_0283,14/11/2025,Customer_40,Rourkela Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,Chhattisgarh,254,286,151,19075,4222,0.18,1,1,6010,586,YARD_10,Coal,BRN,Direct,5
PLAN_2024_0284,23/10/2025,Customer_40,Bokaro Steel Plant,Jharkhand,Bhushan Steel Meramandali,Andhra Pradesh,785,487,172,13315,6260,0.46,1,3,9130,562,YARD_8,Coal,BRN,Via Nagpur,4
PLAN_2024_0285,16/10/2025,Customer_40,Rourkela Steel Plant,West Bengal,Bhushan Steel Meramandali,Andhra Pradesh,257,345,238,10655,7105,0.59,1,2,2117,1707,YARD_8,Limestone,BRN,Via Bilaspur,3
PLAN_2024_0286,30/10/2025,Customer_41,Rourkela Steel Plant,Gujarat,RINL Visakhapatnam,West Bengal,1479,124,286,13336,6733,0.74,1,4,1942,1897,YARD_5,Finished Steel,BRN,Via Nagpur,5
PLAN_2024_0287,03/11/2025,Customer_12,Durgapur Steel Plant,Gujarat,SAIL Burnpur,Andhra Pradesh,629,249,251,19676,7834,0.17,0,0,8793,3908,YARD_3,Coal,BTPN,Direct,8
PLAN_2024_0288,05/11/2025,Customer_4,Bhilai Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,West Bengal,1375,103,155,8045,3112,0.6,0,0,3758,4166,YARD_8,Limestone,BOXN,Via Tatanagar,6
PLAN_2024_0289,11/11/2025,Customer_18,Durgapur Steel Plant,Maharashtra,Jindal Steel Raigarh,Gujarat,450,59,229,15489,4674,0.41,0,0,9958,1428,YARD_1,Iron Ore,BCN,Via Tatanagar,4
PLAN_2024_0290,06/11/2025,Customer_48,Rourkela Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,Odisha,1239,376,105,13446,3408,0.83,0,0,7289,4496,YARD_10,Coal,BCN,Via Nagpur,8
PLAN_2024_0291,11/11/2025,Customer_12,Rourkela Steel Plant,Jharkhand,Essar Steel Hazira,Maharashtra,673,129,109,15698,5929,0.86,0,0,8697,3839,YARD_3,Finished Steel,BCN,Via Bilaspur,5
PLAN_2024_0292,07/11/2025,Customer_16,Rourkela Steel Plant,Jharkhand,Essar Steel Hazira,West Bengal,834,499,113,8706,2514,0.73,0,0,2843,4585,YARD_7,Limestone,BCN,Via Bilaspur,4
PLAN_2024_0293,04/11/2025,Customer_23,Bhilai Steel Plant,Gujarat,SAIL Burnpur,Jharkhand,376,157,181,19624,5142,0.39,0,0,1470,2011,YARD_9,Limestone,BTPN,Direct,8
PLAN_2024_0294,21/10/2025,Customer_32,Bokaro Steel Plant,Chhattisgarh,RINL Visakhapatnam,Jharkhand,544,215,272,14959,7290,0.6,1,2,7250,4607,YARD_6,Finished Steel,BRN,Via Tatanagar,8
PLAN_2024_0295,11/11/2025,Customer_6,Durgapur Steel Plant,Maharashtra,SAIL Burnpur,Andhra Pradesh,1359,218,136,19528,6119,0.64,0,0,1495,1978,YARD_4,Iron Ore,BTPN,Via Tatanagar,9
PLAN_2024_0296,07/11/2025,Customer_47,Bokaro Steel Plant,Gujarat,Tata Steel Jamshedpur,West Bengal,1477,469,193,6729,6714,0.82,0,0,4486,3969,YARD_7,Iron Ore,BOXN,Direct,10
PLAN_2024_0297,21/10/2025,Customer_36,Rourkela Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Odisha,1394,148,225,19395,3122,0.8,1,2,3541,4322,YARD_2,Finished Steel,BRN,Via Tatanagar,5
PLAN_2024_0298,03/11/2025,Customer_21,Bokaro Steel Plant,West Bengal,Jindal Steel Raigarh,Andhra Pradesh,202,341,213,13912,3146,0.26,0,0,2475,4974,YARD_4,Coal,BCN,Via Nagpur,10
PLAN_2024_0299,14/11/2025,Customer_30,Bokaro Steel Plant,Odisha,SAIL Burnpur,Chhattisgarh,286,66,157,11084,4547,0.35,1,5,5454,3387,YARD_9,Finished Steel,BCN,Via Tatanagar,7
PLAN_2024_0300,02/11/2025,Customer_34,Bokaro Steel Plant,West Bengal,Essar Steel Hazira,Odisha,1111,260,209,15180,2261,0.16,0,0,7863,1383,YARD_9,Coal,BCN,Direct,3
PLAN_2024_0301,10/11/2025,Customer_33,Bokaro Steel Plant,Maharashtra,RINL Visakhapatnam,Odisha,895,365,124,11595,2075,0.21,1,3,1048,2422,YARD_8,Coal,BTPN,Via Bilaspur,3
PLAN_2024_0302,26/10/2025,Customer_30,Bokaro Steel Plant,Jharkhand,RINL Visakhapatnam,Odisha,1275,64,223,9621,7400,0.75,1,2,6864,2339,YARD_7,Iron Ore,BTPN,Direct,4
PLAN_2024_0303,17/10/2025,Customer_33,Rourkela Steel Plant,Maharashtra,RINL Visakhapatnam,Andhra Pradesh,1195,261,165,7536,4637,0.36,0,0,7451,1265,YARD_5,Finished Steel,BOXN,Via Bilaspur,8
PLAN_2024_0304,30/10/2025,Customer_24,Durgapur Steel Plant,Jharkhand,JSW Steel Dolvi,Odisha,1042,262,216,9306,4752,0.57,0,0,4009,1956,YARD_3,Coal,BRN,Via Nagpur,3
PLAN_2024_0305,26/10/2025,Customer_36,Bhilai Steel Plant,Chhattisgarh,Jindal Steel Raigarh,West Bengal,1217,340,262,14175,7315,0.55,1,1,7485,2635,YARD_3,Finished Steel,BOXN,Via Tatanagar,2
PLAN_2024_0306,22/10/2025,Customer_2,Bokaro Steel Plant,West Bengal,SAIL Burnpur,Gujarat,633,179,246,12802,7307,0.6,0,0,5000,3604,YARD_7,Coal,BOXN,Direct,2
PLAN_2024_0307,12/11/2025,Customer_8,Rourkela Steel Plant,Gujarat,JSW Steel Dolvi,Maharashtra,432,69,289,19115,6220,0.13,1,3,9304,1932,YARD_2,Coal,BCN,Direct,7
PLAN_2024_0308,12/11/2025,Customer_44,Bhilai Steel Plant,Andhra Pradesh,RINL Visakhapatnam,West Bengal,1337,418,219,13924,7202,0.54,1,3,8060,1129,YARD_8,Limestone,BOXN,Via Bilaspur,10
PLAN_2024_0309,22/10/2025,Customer_29,Durgapur Steel Plant,Odisha,Essar Steel Hazira,Andhra Pradesh,760,398,132,10554,4737,0.62,1,3,9709,4645,YARD_4,Coal,BRN,Via Bilaspur,6
PLAN_2024_0310,27/10/2025,Customer_3,Bhilai Steel Plant,Gujarat,JSW Steel Dolvi,Andhra Pradesh,397,268,273,5917,4935,0.23,1,3,4792,3011,YARD_3,Finished Steel,BCN,Via Tatanagar,4
PLAN_2024_0311,03/11/2025,Customer_6,Durgapur Steel Plant,Jharkhand,Tata Steel Jamshedpur,Chhattisgarh,916,277,226,6056,5794,0.56,1,4,9825,4286,YARD_7,Iron Ore,BTPN,Via Bilaspur,2
PLAN_2024_0312,05/11/2025,Customer_42,Bhilai Steel Plant,West Bengal,JSW Steel Dolvi,Jharkhand,589,433,249,19645,7009,0.83,0,0,8317,3913,YARD_8,Coal,BOXN,Via Tatanagar,6
PLAN_2024_0313,16/10/2025,Customer_27,Bhilai Steel Plant,Maharashtra,Bhushan Steel Meramandali,Gujarat,842,451,119,17850,6047,0.17,1,3,6030,4763,YARD_9,Limestone,BOXN,Via Tatanagar,9
PLAN_2024_0314,18/10/2025,Customer_6,Bhilai Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,Gujarat,1361,366,287,18717,3901,0.94,0,0,6269,2170,YARD_10,Finished Steel,BOXN,Via Bilaspur,2
PLAN_2024_0315,16/10/2025,Customer_24,Rourkela Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,West Bengal,864,379,130,16922,3800,0.64,0,0,9853,1883,YARD_10,Iron Ore,BRN,Direct,9
PLAN_2024_0316,04/11/2025,Customer_6,Durgapur Steel Plant,Maharashtra,RINL Visakhapatnam,Andhra Pradesh,1394,117,205,6459,1210,0.51,0,0,6765,2143,YARD_6,Coal,BOXN,Via Bilaspur,7
PLAN_2024_0317,11/11/2025,Customer_46,Bhilai Steel Plant,Odisha,Bhushan Steel Meramandali,West Bengal,1375,206,286,18039,4270,0.87,1,4,6967,2726,YARD_1,Finished Steel,BRN,Via Bilaspur,2
PLAN_2024_0318,19/10/2025,Customer_4,Durgapur Steel Plant,Andhra Pradesh,SAIL Burnpur,Jharkhand,1093,456,231,13158,5286,0.34,1,4,2882,3126,YARD_10,Finished Steel,BOXN,Via Bilaspur,10
PLAN_2024_0319,23/10/2025,Customer_16,Bokaro Steel Plant,Jharkhand,SAIL Burnpur,Gujarat,684,432,159,13048,6165,0.83,0,0,7032,1704,YARD_8,Limestone,BRN,Via Bilaspur,9
PLAN_2024_0320,04/11/2025,Customer_37,Bhilai Steel Plant,West Bengal,SAIL Burnpur,Chhattisgarh,954,441,190,13049,5757,0.71,1,1,1646,4411,YARD_1,Iron Ore,BTPN,Via Tatanagar,5
PLAN_2024_0321,25/10/2025,Customer_12,Bhilai Steel Plant,West Bengal,JSW Steel Dolvi,Andhra Pradesh,1333,341,141,14960,2022,0.23,1,4,5001,615,YARD_8,Iron Ore,BCN,Via Tatanagar,6
PLAN_2024_0322,31/10/2025,Customer_3,Bhilai Steel Plant,Gujarat,JSW Steel Dolvi,Chhattisgarh,1012,256,178,10188,2470,0.14,1,5,3446,1188,YARD_1,Limestone,BRN,Via Nagpur,6
PLAN_2024_0323,26/10/2025,Customer_46,Bhilai Steel Plant,Odisha,Tata Steel Jamshedpur,West Bengal,916,289,262,16186,7150,0.88,1,3,5143,4786,YARD_5,Iron Ore,BRN,Via Tatanagar,4
PLAN_2024_0324,31/10/2025,Customer_15,Bhilai Steel Plant,Odisha,SAIL Burnpur,West Bengal,1334,333,252,5275,7351,0.14,0,0,4295,1980,YARD_8,Finished Steel,BCN,Via Tatanagar,2
PLAN_2024_0325,14/11/2025,Customer_37,Durgapur Steel Plant,Andhra Pradesh,SAIL Burnpur,Maharashtra,1070,319,104,17887,3794,0.37,0,0,6735,4081,YARD_8,Coal,BOXN,Direct,3
PLAN_2024_0326,12/11/2025,Customer_17,Rourkela Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Chhattisgarh,249,107,171,5559,4533,0.84,0,0,5674,2650,YARD_5,Iron Ore,BCN,Via Nagpur,10
PLAN_2024_0327,13/11/2025,Customer_40,Bhilai Steel Plant,West Bengal,JSW Steel Dolvi,Odisha,943,265,230,16861,1850,0.35,0,0,5387,895,YARD_2,Limestone,BRN,Via Tatanagar,4
PLAN_2024_0328,01/11/2025,Customer_5,Durgapur Steel Plant,Gujarat,RINL Visakhapatnam,Andhra Pradesh,845,382,177,10979,3282,0.33,1,1,9604,2559,YARD_10,Iron Ore,BOXN,Via Nagpur,6
PLAN_2024_0329,10/11/2025,Customer_33,Durgapur Steel Plant,Jharkhand,Tata Steel Jamshedpur,West Bengal,1114,192,110,17507,2592,0.48,0,0,5100,2355,YARD_1,Iron Ore,BTPN,Direct,4
PLAN_2024_0330,27/10/2025,Customer_36,Durgapur Steel Plant,West Bengal,Bhushan Steel Meramandali,Gujarat,1041,220,252,5281,2183,0.52,0,0,1279,2667,YARD_9,Finished Steel,BOXN,Via Nagpur,5
PLAN_2024_0331,07/11/2025,Customer_47,Rourkela Steel Plant,Odisha,SAIL Burnpur,West Bengal,1286,279,223,14046,6020,0.78,0,0,6558,2213,YARD_5,Finished Steel,BRN,Via Nagpur,2
PLAN_2024_0332,18/10/2025,Customer_32,Durgapur Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,West Bengal,473,476,151,5724,2200,0.46,0,0,6529,2751,YARD_1,Finished Steel,BRN,Via Nagpur,3
PLAN_2024_0333,23/10/2025,Customer_10,Durgapur Steel Plant,Gujarat,SAIL Burnpur,Andhra Pradesh,504,198,265,18663,6171,0.64,1,4,7597,3869,YARD_5,Iron Ore,BOXN,Via Nagpur,2
PLAN_2024_0334,18/10/2025,Customer_6,Durgapur Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Maharashtra,851,481,243,14480,4966,0.53,1,1,3885,978,YARD_5,Iron Ore,BTPN,Via Tatanagar,4
PLAN_2024_0335,10/11/2025,Customer_31,Bhilai Steel Plant,Jharkhand,Tata Steel Jamshedpur,Gujarat,1001,498,124,13600,7031,0.71,1,3,1197,3276,YARD_8,Coal,BRN,Direct,6
PLAN_2024_0336,24/10/2025,Customer_30,Bokaro Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Maharashtra,1028,200,276,5516,3412,0.27,1,5,5963,2937,YARD_9,Finished Steel,BTPN,Via Bilaspur,8
PLAN_2024_0337,03/11/2025,Customer_38,Durgapur Steel Plant,Maharashtra,JSW Steel Dolvi,West Bengal,1482,67,240,16486,7618,0.89,0,0,2560,4272,YARD_9,Finished Steel,BTPN,Via Bilaspur,4
PLAN_2024_0338,14/11/2025,Customer_7,Bhilai Steel Plant,Gujarat,RINL Visakhapatnam,Maharashtra,893,52,252,14552,5498,0.96,0,0,1361,3841,YARD_1,Coal,BCN,Direct,4
PLAN_2024_0339,18/10/2025,Customer_12,Durgapur Steel Plant,Gujarat,JSW Steel Dolvi,West Bengal,639,222,275,9942,1320,0.95,1,2,5264,2328,YARD_6,Finished Steel,BRN,Via Bilaspur,3
PLAN_2024_0340,30/10/2025,Customer_29,Bokaro Steel Plant,Gujarat,Essar Steel Hazira,Jharkhand,1092,232,247,15512,6643,0.22,0,0,6005,3835,YARD_4,Limestone,BTPN,Via Tatanagar,7
PLAN_2024_0341,07/11/2025,Customer_11,Bokaro Steel Plant,Chhattisgarh,RINL Visakhapatnam,Odisha,753,414,223,12259,3784,0.93,1,4,3638,3479,YARD_1,Finished Steel,BTPN,Direct,10
PLAN_2024_0342,02/11/2025,Customer_18,Bhilai Steel Plant,Maharashtra,Jindal Steel Raigarh,Odisha,727,304,208,8777,1005,1.0,1,5,8258,4611,YARD_8,Coal,BOXN,Via Nagpur,6
PLAN_2024_0343,28/10/2025,Customer_30,Durgapur Steel Plant,Chhattisgarh,RINL Visakhapatnam,Gujarat,1202,348,160,10616,7141,0.93,1,5,4028,798,YARD_3,Coal,BOXN,Via Bilaspur,10
PLAN_2024_0344,25/10/2025,Customer_4,Durgapur Steel Plant,Jharkhand,Essar Steel Hazira,Chhattisgarh,973,80,119,18372,5108,0.9,0,0,8692,1430,YARD_6,Limestone,BTPN,Direct,2
PLAN_2024_0345,22/10/2025,Customer_7,Bokaro Steel Plant,Odisha,Bhushan Steel Meramandali,Maharashtra,1278,114,259,12293,3887,0.83,1,2,3339,3199,YARD_8,Coal,BCN,Direct,10
PLAN_2024_0346,23/10/2025,Customer_1,Durgapur Steel Plant,Maharashtra,Tata Steel Jamshedpur,Andhra Pradesh,705,496,190,6226,1907,0.38,1,3,3896,4367,YARD_4,Iron Ore,BTPN,Direct,2
PLAN_2024_0347,09/11/2025,Customer_15,Rourkela Steel Plant,Odisha,SAIL Burnpur,Andhra Pradesh,720,155,127,18699,1558,0.84,1,4,6352,2847,YARD_8,Finished Steel,BOXN,Via Nagpur,8
PLAN_2024_0348,09/11/2025,Customer_30,Bhilai Steel Plant,Maharashtra,Tata Steel Jamshedpur,Odisha,227,483,186,16812,1927,0.57,0,0,2340,2351,YARD_9,Iron Ore,BRN,Via Tatanagar,7
PLAN_2024_0349,09/11/2025,Customer_8,Durgapur Steel Plant,Gujarat,Essar Steel Hazira,Odisha,1310,257,224,17499,1673,0.68,0,0,5106,591,YARD_6,Finished Steel,BTPN,Via Nagpur,7
PLAN_2024_0350,09/11/2025,Customer_50,Bhilai Steel Plant,West Bengal,Bhushan Steel Meramandali,Chhattisgarh,447,234,207,19602,5577,0.67,0,0,5082,4415,YARD_7,Iron Ore,BRN,Via Bilaspur,6
PLAN_2024_0351,20/10/2025,Customer_32,Durgapur Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,Maharashtra,1414,404,201,12664,4809,0.55,0,0,2483,1347,YARD_10,Iron Ore,BRN,Via Tatanagar,5
PLAN_2024_0352,02/11/2025,Customer_5,Bokaro Steel Plant,Gujarat,SAIL Burnpur,Maharashtra,930,316,208,19791,6372,0.8,0,0,1688,1413,YARD_1,Finished Steel,BRN,Via Nagpur,10
PLAN_2024_0353,30/10/2025,Customer_40,Durgapur Steel Plant,Jharkhand,Tata Steel Jamshedpur,Odisha,698,389,147,14893,7484,0.72,0,0,2003,2145,YARD_3,Iron Ore,BCN,Via Nagpur,9
PLAN_2024_0354,06/11/2025,Customer_35,Bokaro Steel Plant,West Bengal,SAIL Burnpur,Andhra Pradesh,851,393,117,8724,2988,0.81,1,1,8234,4998,YARD_3,Coal,BTPN,Direct,2
PLAN_2024_0355,17/10/2025,Customer_41,Rourkela Steel Plant,Odisha,Tata Steel Jamshedpur,Andhra Pradesh,236,373,165,5541,3667,0.86,1,4,5381,2637,YARD_10,Coal,BTPN,Via Tatanagar,2
PLAN_2024_0356,03/11/2025,Customer_36,Bhilai Steel Plant,Chhattisgarh,SAIL Burnpur,Gujarat,696,440,194,17629,4515,0.87,1,4,9423,4223,YARD_4,Limestone,BTPN,Via Tatanagar,2
PLAN_2024_0357,31/10/2025,Customer_41,Bhilai Steel Plant,Jharkhand,Jindal Steel Raigarh,Odisha,942,85,223,14510,5199,0.26,1,4,3611,2016,YARD_6,Iron Ore,BOXN,Direct,8
PLAN_2024_0358,07/11/2025,Customer_40,Durgapur Steel Plant,Odisha,Tata Steel Jamshedpur,Andhra Pradesh,813,322,115,19639,1405,0.54,1,4,6685,3226,YARD_9,Iron Ore,BCN,Via Bilaspur,3
PLAN_2024_0359,14/11/2025,Customer_2,Rourkela Steel Plant,Odisha,Essar Steel Hazira,Maharashtra,1007,380,157,13693,7552,0.57,0,0,8266,3295,YARD_2,Limestone,BRN,Via Bilaspur,9
PLAN_2024_0360,03/11/2025,Customer_12,Bhilai Steel Plant,Chhattisgarh,Jindal Steel Raigarh,West Bengal,1059,172,158,14947,3374,0.98,0,0,7093,2088,YARD_1,Limestone,BOXN,Direct,10
PLAN_2024_0361,26/10/2025,Customer_17,Rourkela Steel Plant,Maharashtra,SAIL Burnpur,West Bengal,958,233,178,6978,2430,0.37,0,0,6933,1175,YARD_6,Limestone,BCN,Via Nagpur,10
PLAN_2024_0362,21/10/2025,Customer_14,Bokaro Steel Plant,Odisha,Jindal Steel Raigarh,Maharashtra,250,463,275,5029,3580,0.3,1,2,1717,607,YARD_9,Limestone,BCN,Via Bilaspur,10
